,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
414,Morgan Schneiderlin\51b41c5c,fr FRA,MF,Everton,28,1989,9.3,0,3,0,0.0,0.32,0.00,0.00,,16.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
415,André Schürrle\ecbb3fdf,de GER,FWMF,Fulham,27,1990,18.2,6,55,17,30.9,3.02,0.93,0.11,0.35,21.9,4,0,0,3.1,3.1,0.06,+2.9,+2.9,Matches
416,Ken Sema\1770bd68,se SWE,MFFW,Watford,24,1993,8.4,1,12,4,33.3,1.43,0.48,0.08,0.25,15.6,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
417,Jean Seri\10efd0e1,ci CIV,MF,Fulham,27,1991,24.9,1,18,6,33.3,0.72,0.24,0.06,0.17,25.3,3,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
418,Ryan Sessegnon\6aa3e78b,eng ENG,FWDF,Fulham,18,2000,25.6,2,29,10,34.5,1.13,0.39,0.07,0.20,14.5,0,0,0,3.4,3.4,0.12,-1.4,-1.4,Matches
419,Xherdan Shaqiri\6421ec64,ch SUI,FWMF,Liverpool,26,1991,11.8,6,26,10,38.5,2.20,0.85,0.23,0.60,19.0,5,0,0,3.8,3.8,0.15,+2.2,+2.2,Matches
420,Luke Shaw\9c94165b,eng ENG,DF,Manchester Utd,23,1995,28.8,1,20,6,30.0,0.69,0.21,0.05,0.17,19.5,0,0,0,1.0,1.0,0.05,0.0,0.0,Matches
421,Jonjo Shelvey\3727dd3c,eng ENG,MF,Newcastle Utd,26,1992,10.5,1,24,8,33.3,2.28,0.76,0.04,0.13,28.4,5,0,0,1.0,1.0,0.04,0.0,0.0,Matches
422,Gylfi Sigurðsson\76dd1480,is ISL,MF,Everton,28,1989,34.6,13,82,29,35.4,2.37,0.84,0.13,0.38,19.3,7,2,5,10.7,6.7,0.08,+2.3,+4.3,Matches
423,Adrien Silva\d6f88a1d,pt POR,MF,Leicester City,29,1989,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
424,Bernardo Silva\3eb22ec9,pt POR,MFFW,Manchester City,23,1994,31.7,7,63,22,34.9,1.99,0.69,0.11,0.32,14.9,0,0,0,6.6,6.6,0.10,+0.4,+0.4,Matches
425,David Silva\e2716bd0,es ESP,MF,Manchester City,32,1986,26.7,6,50,18,36.0,1.87,0.67,0.12,0.33,13.7,4,0,0,7.1,7.1,0.14,-1.1,-1.1,Matches
426,Xande Silva\15d561fa,pt POR,MF,West Ham,21,1997,0.2,0,2,0,0.0,10.00,0.00,0.00,,14.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
427,Danny Simpson\3201b03d,eng ENG,DF,Leicester City,31,1987,3.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
428,Jack Simpson\76fa5f80,eng ENG,DF,Bournemouth,21,1996,4.5,0,2,1,50.0,0.45,0.22,0.00,0.00,8.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
429,Josh Sims\6d6f09dc,eng ENG,FWMF,Southampton,21,1997,2.4,0,5,1,20.0,2.12,0.42,0.00,0.00,16.3,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
430,Moussa Sissoko\2acd49b9,fr FRA,MF,Tottenham,28,1989,25.9,0,15,3,20.0,0.58,0.12,0.00,0.00,23.7,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
431,Oliver Skipp\6250083a,eng ENG,MF,Tottenham,17,2000,2.4,0,2,0,0.0,0.82,0.00,0.00,,14.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
432,Callum Slattery\059948df,eng ENG,MF,Southampton,19,1999,1.2,0,2,0,0.0,1.61,0.00,0.00,,11.3,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
433,Chris Smalling\b6964eb6,eng ENG,DF,Manchester Utd,28,1989,23.6,1,11,3,27.3,0.47,0.13,0.09,0.33,8.1,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches
434,Adam Smith\20b104bc,eng ENG,DF,Bournemouth,27,1991,23.0,1,8,1,12.5,0.35,0.04,0.13,1.00,21.2,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
435,Tommy Smith\e9208654,eng ENG,DF,Huddersfield,26,1992,12.7,0,3,0,0.0,0.24,0.00,0.00,,25.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
436,Robert Snodgrass\9f4647e9,sct SCO,MF,West Ham,30,1987,24.7,2,30,7,23.3,1.22,0.28,0.07,0.29,19.3,4,0,0,2.4,2.4,0.08,-0.4,-0.4,Matches
437,Cédric Soares\839c14e1,pt POR,DF,Southampton,26,1991,16.6,1,10,3,30.0,0.60,0.18,0.10,0.33,27.8,1,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
438,Ramadan Sobhi\98be0d02,eg EGY,FWMF,Huddersfield,21,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
439,Dominic Solanke\e77dc3b2,eng ENG,FW,Bournemouth,20,1997,3.9,0,9,3,33.3,2.33,0.78,0.00,0.00,13.8,0,0,0,0.9,0.9,0.10,-0.9,-0.9,Matches
440,Pape Souaré\46b5375e,sn SEN,DF,Crystal Palace,28,1990,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
441,Çağlar Söyüncü\21166ff4,tr TUR,DF,Leicester City,22,1996,4.1,0,2,1,50.0,0.48,0.24,0.00,0.00,8.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
442,Julián Speroni\8e65a5e5,ar ARG,GK,Crystal Palace,39,1979,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
443,Junior Stanislas\6992791d,eng ENG,MFFW,Bournemouth,28,1989,11.5,2,33,9,27.3,2.88,0.79,0.03,0.11,20.1,10,1,1,3.7,2.9,0.09,-1.7,-1.9,Matches
444,Dale Stephens\653ee42d,eng ENG,MF,Brighton,29,1989,27.6,1,11,2,18.2,0.40,0.07,0.09,0.50,26.0,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
445,Jack Stephens\6adbc307,eng ENG,DF,Southampton,24,1994,18.9,1,7,5,71.4,0.37,0.26,0.14,0.20,8.3,0,0,0,0.7,0.7,0.10,+0.3,+0.3,Matches
446,Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,23,1994,30.8,17,76,37,48.7,2.47,1.20,0.22,0.46,13.6,1,0,0,13.8,13.8,0.18,+3.2,+3.2,Matches
447,John Stones\5eecec3d,eng ENG,DF,Manchester City,24,1994,19.6,0,5,1,20.0,0.26,0.05,0.00,0.00,8.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
448,Daniel Sturridge\1b7ec703,eng ENG,FWMF,Liverpool,28,1989,5.7,2,18,6,33.3,3.18,1.06,0.11,0.33,20.6,0,0,0,1.3,1.3,0.07,+0.7,+0.7,Matches
449,Denis Suárez\12c50af5,es ESP,FW,Arsenal,24,1994,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
450,Isaac Success\f573a8bf,ng NGA,FWMF,Watford,22,1996,11.7,1,27,10,37.0,2.31,0.86,0.04,0.10,16.9,0,0,0,2.6,2.6,0.10,-1.6,-1.6,Matches
451,Ki Sung-yueng\1d8c99b0,kr KOR,MF,Newcastle Utd,29,1989,14.5,0,9,2,22.2,0.62,0.14,0.00,0.00,28.5,1,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
452,Andrew Surman\7d41b619,eng ENG,MF,Bournemouth,31,1986,16.0,0,9,1,11.1,0.56,0.06,0.00,0.00,23.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
453,Sam Surridge\b017b770,eng ENG,FWDF,Bournemouth,20,1998,0.1,0,2,1,50.0,13.85,6.92,0.00,0.00,12.0,0,0,0,0.4,0.4,0.20,-0.4,-0.4,Matches
454,Alexander Sørloth\e92cd3f7,no NOR,FWMF,Crystal Palace,22,1995,2.1,0,5,2,40.0,2.43,0.97,0.00,0.00,11.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
455,Matt Targett\e514ab62,eng ENG,DFMF,Southampton,22,1995,13.2,1,11,3,27.3,0.83,0.23,0.09,0.33,17.4,1,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
456,James Tarkowski\15ea812b,eng ENG,DF,Burnley,25,1992,34.3,3,23,8,34.8,0.67,0.23,0.13,0.38,6.5,0,0,0,3.5,3.5,0.16,-0.5,-0.5,Matches
457,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,24,1993,36.0,0,6,0,0.0,0.17,0.00,0.00,,26.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
458,Youri Tielemans\56f7a928,be BEL,MF,Leicester City,21,1997,12.1,3,30,10,33.3,2.49,0.83,0.10,0.30,24.5,2,0,0,1.8,1.8,0.06,+1.2,+1.2,Matches
459,James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,29,1989,28.4,1,22,6,27.3,0.77,0.21,0.05,0.17,11.4,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
460,Lucas Torreira\52611641,uy URU,MF,Arsenal,22,1996,26.5,2,25,6,24.0,0.94,0.23,0.08,0.33,22.4,2,0,0,1.6,1.6,0.06,+0.4,+0.4,Matches
461,Cenk Tosun\9a104dee,tr TUR,FW,Everton,27,1991,11.8,3,35,15,42.9,2.97,1.27,0.09,0.20,13.7,0,0,0,4.3,4.3,0.12,-1.3,-1.3,Matches
462,Andros Townsend\b28bbd58,eng ENG,FWMF,Crystal Palace,27,1991,33.4,6,62,17,27.4,1.85,0.51,0.10,0.35,20.8,0,0,0,5.1,5.1,0.08,+0.9,+0.9,Matches
463,Adama Traoré\9a28eba4,es ESP,FWDF,Wolves,22,1996,10.0,1,19,7,36.8,1.90,0.70,0.05,0.14,18.6,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches
464,Mark Travers\fe558029,ie IRL,GK,Bournemouth,19,1999,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
465,Kieran Trippier\21512407,eng ENG,DF,Tottenham,27,1990,25.3,1,8,3,37.5,0.32,0.12,0.13,0.33,20.6,4,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
466,Antonio Valencia\08aa17d0,ec ECU,DF,Manchester Utd,32,1985,5.2,0,2,0,0.0,0.39,0.00,0.00,,25.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
467,Yan Valery\531a4aa8,fr FRA,DFMF,Southampton,19,1999,19.0,2,6,5,83.3,0.32,0.26,0.33,0.40,12.7,0,0,0,0.6,0.6,0.10,+1.4,+1.4,Matches
468,Jamie Vardy\45963054,eng ENG,FW,Leicester City,31,1987,30.3,18,74,32,43.2,2.44,1.06,0.19,0.44,12.6,0,4,5,17.6,13.8,0.19,+0.4,+0.2,Matches
469,Jan Vertonghen\ba23a904,be BEL,DF,Tottenham,31,1987,21.2,1,16,2,12.5,0.75,0.09,0.06,0.50,18.4,0,0,0,1.8,1.8,0.12,-0.8,-0.8,Matches
470,Jannik Vestergaard\1900032e,dk DEN,DF,Southampton,25,1992,22.5,0,14,1,7.1,0.62,0.04,0.00,0.00,15.8,2,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
471,Luciano Vietto\2513a588,ar ARG,FWMF,Fulham,24,1993,11.0,1,26,7,26.9,2.37,0.64,0.04,0.14,14.7,0,0,0,2.7,2.7,0.10,-1.7,-1.7,Matches
472,Rúben Vinagre\b937e490,pt POR,DFMF,Wolves,19,1999,7.9,0,4,3,75.0,0.51,0.38,0.00,0.00,19.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
473,Sam Vokes\1d6ac165,wls WAL,FWMF,Burnley,28,1989,10.2,3,22,7,31.8,2.16,0.69,0.14,0.43,10.6,0,0,0,2.4,2.4,0.11,+0.6,+0.6,Matches
474,Michel Vorm\1bebde9d,nl NED,GK,Tottenham,34,1983,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
475,Matěj Vydra\0d4ceb32,cz CZE,MFFW,Burnley,26,1992,3.5,1,6,3,50.0,1.70,0.85,0.17,0.33,9.6,0,0,0,1.3,1.3,0.22,-0.3,-0.3,Matches
476,Theo Walcott\1ecb65be,eng ENG,FWMF,Everton,29,1989,23.5,5,43,21,48.8,1.83,0.89,0.12,0.24,15.0,0,0,0,5.9,5.9,0.14,-0.9,-0.9,Matches
477,Kyle Walker\86dd77d1,eng ENG,DF,Manchester City,28,1990,30.9,1,21,4,19.0,0.68,0.13,0.05,0.25,27.6,2,0,0,0.9,0.9,0.04,+0.1,+0.1,Matches
478,Kyle Walker-Peters\984a5a64,eng ENG,DF,Tottenham,21,1997,4.2,0,2,0,0.0,0.48,0.00,0.00,,14.3,0,0,0,0.4,0.4,0.19,-0.4,-0.4,Matches
479,Aaron Wan-Bissaka\9e525177,eng ENG,DF,Crystal Palace,20,1997,34.8,0,9,0,0.0,0.26,0.00,0.00,,17.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
480,Victor Wanyama\e0900238,ke KEN,MF,Tottenham,27,1991,5.7,1,7,2,28.6,1.22,0.35,0.14,0.50,18.5,0,0,0,1.0,1.0,0.14,0.0,0.0,Matches
481,Danny Ward\cfb29823,eng ENG,FW,Cardiff City,26,1991,4.9,1,11,6,54.5,2.22,1.21,0.09,0.17,14.9,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
482,Joel Ward\8a7ff278,eng ENG,DF,Crystal Palace,28,1989,6.1,1,2,1,50.0,0.33,0.16,0.50,1.00,5.6,0,0,0,0.7,0.7,0.34,+0.3,+0.3,Matches
483,Stephen Ward\3831b9fe,ie IRL,DF,Burnley,32,1985,2.5,0,1,1,100.0,0.39,0.39,0.00,0.00,13.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
484,James Ward-Prowse\3515d404,eng ENG,MFDF,Southampton,23,1994,21.6,7,30,14,46.7,1.39,0.65,0.20,0.43,20.4,7,1,1,3.8,3.0,0.10,+3.2,+3.0,Matches
485,Danny Welbeck\ce5143da,eng ENG,FWMF,Arsenal,27,1990,1.7,1,4,2,50.0,2.35,1.18,0.25,0.50,10.2,0,0,0,0.9,0.9,0.22,+0.1,+0.1,Matches
486,Ashley Westwood\495945ef,eng ENG,MF,Burnley,28,1990,31.4,2,22,7,31.8,0.70,0.22,0.09,0.29,21.3,1,0,0,2.0,2.0,0.09,0.0,0.0,Matches
487,Connor Wickham\41cc19c2,eng ENG,FW,Crystal Palace,25,1993,0.7,0,5,1,20.0,6.72,1.34,0.00,0.00,10.3,0,0,0,0.6,0.6,0.13,-0.6,-0.6,Matches
488,Georginio Wijnaldum\eb58eef0,nl NED,MF,Liverpool,27,1990,30.3,3,30,8,26.7,0.99,0.26,0.10,0.38,14.6,0,0,0,2.8,2.8,0.09,+0.2,+0.2,Matches
489,Danny Williams\ec9a28ce,us USA,MF,Huddersfield,29,1989,1.1,0,1,0,0.0,0.94,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
490,Willian\8b9ebd03,br BRA,FW,Chelsea,29,1988,23.3,3,62,22,35.5,2.66,0.94,0.05,0.14,19.4,8,0,0,4.8,4.8,0.08,-1.8,-1.8,Matches
491,Joe Willock\a3b03921,eng ENG,MF,Arsenal,18,1999,0.7,0,2,0,0.0,2.81,0.00,0.00,,16.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
492,Ben Wilmot\2876eaa3,eng ENG,MFDF,Watford,18,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
493,Jack Wilshere\9c318325,eng ENG,MF,West Ham,26,1992,4.4,0,3,1,33.3,0.69,0.23,0.00,0.00,14.9,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches
494,Callum Wilson\c596fcb0,eng ENG,FW,Bournemouth,26,1992,28.1,14,63,27,42.9,2.24,0.96,0.21,0.48,11.0,0,1,2,14.8,13.3,0.21,-0.8,-0.3,Matches
495,Harry Winks\2f7acede,eng ENG,MF,Tottenham,22,1996,17.7,1,9,2,22.2,0.51,0.11,0.11,0.50,21.3,0,0,0,0.7,0.7,0.08,+0.3,+0.3,Matches
496,Chris Wood\4e9a0555,nz NZL,FW,Burnley,26,1991,28.8,10,58,22,37.9,2.02,0.77,0.17,0.45,12.0,0,0,0,8.6,8.6,0.15,+1.4,+1.4,Matches
497,Granit Xhaka\e61b8aee,ch SUI,MFDF,Arsenal,25,1992,27.8,4,30,11,36.7,1.08,0.40,0.13,0.36,26.6,7,0,0,1.5,1.5,0.05,+2.5,+2.5,Matches
498,Andriy Yarmolenko\849c826a,ua UKR,MFFW,West Ham,28,1989,5.1,2,9,3,33.3,1.76,0.59,0.22,0.67,15.8,0,0,0,1.1,1.1,0.12,+0.9,+0.9,Matches
499,DeAndre Yedlin\ae0a7ddf,us USA,DF,Newcastle Utd,25,1993,27.5,1,11,2,18.2,0.40,0.07,0.09,0.50,25.1,0,0,0,1.0,1.0,0.09,0.0,0.0,Matches
500,Maya Yoshida\caffaf5a,jp JPN,DF,Southampton,29,1988,16.9,0,14,3,21.4,0.83,0.18,0.00,0.00,8.6,0,0,0,1.9,1.9,0.14,-1.9,-1.9,Matches
501,Ashley Young\be927d03,eng ENG,DF,Manchester Utd,33,1985,28.5,2,12,3,25.0,0.42,0.11,0.17,0.67,20.9,2,0,0,0.4,0.4,0.03,+1.6,+1.6,Matches
502,Pablo Zabaleta\6813ac34,ar ARG,DF,West Ham,33,1985,23.2,0,7,1,14.3,0.30,0.04,0.00,0.00,23.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
503,Wilfried Zaha\b2bc3b1f,ci CIV,FW,Crystal Palace,25,1992,33.7,10,77,29,37.7,2.28,0.86,0.13,0.34,15.4,0,0,0,6.8,6.8,0.09,+3.2,+3.2,Matches
504,Andre-Frank Zambo Anguissa\6bb2c084,cm CMR,MF,Fulham,22,1995,16.9,0,19,5,26.3,1.13,0.30,0.00,0.00,25.0,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
505,Davide Zappacosta\7fe90ccd,it ITA,DF,Chelsea,26,1992,1.4,0,2,1,50.0,1.41,0.70,0.00,0.00,17.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
506,Oleksandr Zinchenko\51cf8561,ua UKR,DF,Manchester City,21,1996,12.8,0,7,1,14.3,0.55,0.08,0.00,0.00,25.9,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
507,Kenneth Zohore\5e508d0d,dk DEN,FW,Cardiff City,24,1994,8.4,1,17,7,41.2,2.03,0.84,0.06,0.14,13.4,0,0,0,1.8,1.8,0.11,-0.8,-0.8,Matches
508,Kurt Zouma\ce4246f5,fr FRA,DF,Everton,23,1994,29.0,2,18,3,16.7,0.62,0.10,0.11,0.67,11.3,0,0,0,1.4,1.4,0.08,+0.6,+0.6,Matches
